gph_1,btuD_4,pcb,crtN_1,bacC_2,hpnP_2,clpS_1,iolS_1
queG,proC_2,isiA,yfcG_1,dapL_1,sasA_5,rne,hemH_2
spoIIAB,camD_2,rssB_2,yedK,rcsC_9,yqgF,rnhB,vapC_1
rssB_1,dltA_6,sasA_9,ycf3_2,cheB_1,aroQ1,pheA,nadB
liaR_1,lgrB_7,phoP_1,gatC,cheB_2,topA,lon2,coaD
tagA_1,noc_9,phoP_2,yqjG_1,rcsC_10,ndhB_1,rpsJ,cysS
btuD_4,soj_6,phoP_3,yyaP,gsiA_1,wcaJ,tuf,psbE
menH_2,dltA_7,argA,natA,oxyE,atoS,fusA_1,psbF
bepA_1,rmpA,petC1,nagB,msmX_1,glgA_1,rpsG,psbL
apaH_2,rmpB,petA,der_1,srrA,aroC,rpsL,psbJ
vat,sasA_7,yhaV,ecfT_1,arnC_2,surA,gltS,phoP_1
ureE,glgX_1,hisH,hpd_1,relK,hlyD_2,dxr_1,sasA_7
ureF,cotA,rsmD,ppaX,yefM,btuD_2,sdhA,mutY
tolQ_1,tal_1,petG,phoP_2,bepA_1,prsA_2,ubiB_1,crtI_2
tolR_1,zwf2_1,mtnW,hisI,hemA,infB,recN,mutT
merA_1,yidA_1,hepT,hemL,ndhM,nusA,cmoM_1,mdtA_1
bshA_1,pnpB,murI,spkB_1,yhbO,rimP,tolB_1,mdtC_3
lgt_2,gdhI,nhaS3_1,recA,narB,pknD_8,tolB_2,oadA
nrtB,ymfD,rnhA,xseA,nrtP,pknD_9,psbX,trxA
btuD_5,tolB_3,rpmA,xseB,cmpD_1,btuD_3,norW,mnmG
rpsT,fabG_1,ribD_1,arnC_1,cmpC_1,radA,accC,pabA
dtd3,cpnA,mreB,btuD_5,nrtB_1,walR_2,deoC1,nadC
rpoB,macB_2,ssb,mshA_3,nrtA,trpG,recO,trmD
rpoC,yfiY_2,fabG,COQ5_2,sir_1,aroK,mshA_3,btuB_3
rpoC2,yfiY_3,tagO,opuCC,cmpR_2,ycf12,mftC,prs
hisD_1,btuB_3,groL2,argD_1,trpD,recJ,ppsA_1,rplB
ppk_1,lgrD_9,corA,kefB_2,glpE,parE1,pmt,rpsS
nreC,tycC_6,rnc_1,tal_3,rnd_1,kefB_1,cph1_2,inhA_2
cheB_1,lgrB_8,iolG_1,pspA,moeZ,leuS,rcp1_3,yjhB
ycf3_3,lgrB_9,rcsC_6,ackA,budB,galK,sasA_5,pknD_4
spo0M,ectB_2,ribD_2,dxs_1,gabD1,gtaB,trmB,sctC
rapA_1,tycC_7,rcsC_7,tolQ_1,cpoB_5,pacS,cpdA_3,norR
pnp,panP,aldH1,tolR_1,cpoB_6,merR1,acnB,glgA
emrA_2,tam_1,cph2,lpd,quiP_1,cas1_1,pgk,kefB_3
btuD_6,dltA_8,yedY1_1,bshA_2,quiP_2,cas1_2,pal_1,nagA
ubiB_1,mepA_2,rnjA,lgt_1,purK,cas2_1,trpA_1,rsxB
rutE,mbtH_3,dapA,nrtB_1,rppH,bcp_1,ndhL,mscS
oleB,hcaB_1,asd,relA,COQ5_4,lysDH,typA,gutB_2
thiO,desA_1,tig,degU_1,merR1,crtI_1,htrA_1,hemY
smc_2,avtA_2,clpP_2,sasA_10,susA_1,psbD1_1,potB,mtcA2_1
sodB,acpP_3,clpX,kdpA_1,ybhS_1,ecfA1,potD,patA
divK_3,lgrD_10,clcD,kdpB_1,btuD_4,ubiB_2,salL,oppA_1
upp_1,tdh_2,rpsA_1,kdpC_1,purE,recN,psbU,mnmC
ribA,cmdD,ndoA,lipM,nagA,dnaE,nucA,atzF
rtcA,quiP,crtI_1,ureE,chlM,pcyA,mhpC,blc
pknD_8,yojI_4,mkl,ureF,egtC,macB_3,yabJ_1,tuaD_1
COQ5_3,ytrE,cysA_1,pknD_10,egtB_2,ctpF_1,malQ_1,pdxA2
clpP_2,rhaR_2,purT,ppx,egtD,pknD_10,rfaQ,rpsA
clpP_3,cntO,sasA_10,plqA,bphD,lptD,ispD,ribBA
arnT_1,yfiY_4,rcp1_2,xynZ_2,thrC,psbI,scpB,xerC
clcB,pal_1,cph1_1,tagA_1,styA,dapH_2,htrA_2,xpkA
iscR,trpA_3,capA,cysE_1,arnC_3,trxB,ispG_1,malP_3
cobD_1,ndhL,yqjG_1,iolG_1,rcsC_11,dapL_1,ctpB,pspA_1
pyrR,mshA_2,gatC,oleD,cheR,rcsC_10,fusA_2,ackA
pknD_9,btuD_5,ycf3_4,mshA_4,cheB_3,egtB_1,cpoB_3,cmpR_1
dhmA,bshA_1,yedK,tuaB,rcsC_12,menE,phoP_2,nuoL_2
psb28_1,gloB_2,yfcG_1,ndhK1_1,ald_2,ykfB,icd,ndhD1_2
trmJ,rplI,bphA3,hspA_2,ctaE_1,menA_1,malK,fbpC2
htpX_2,dnaB,ppk_1,ftsH4_1,ctaD_1,pchA,pknD_9,rcsC_7
aspS,COQ5_4,scmP_2,hspA_3,ndhD1_2,proA_1,spkC,asd
mshA_4,relK,besA,dnaK2_1,ctaA,petC,pknD_10,dapA
rfbE,rcsC_4,glgP_1,pkwA_1,ctaB,rqcH,pknD_11,rnjA
wecG,thyX,hpnP_1,ydaD,COQ5_5,mshA_3,rcsC_14,topA_1
xynZ_2,dcd_1,trpS,besA,rtcB,htpX_1,aroK,corA
mshA_5,dcd_2,yitJ,pknD_11,yciC_2,prfC,ycf12,cpcS_1
susA_1,dcd_3,lolD,scmP_1,kefC,hemB_2,recJ,fbaB
gph_2,btuR,aaeA,ecfA2_1,norR,kefB_2,COQ5_5,groL1_1
bepA_2,adk_1,pksE_1,mnmE_2,efp,bfmBAB,cpdA_4,groS_1
serC,rph,auaH_1,btuD_6,accB,secD,cysH,lipA
moaA_2,pgl,chlN,sphR_1,ziaR_1,secF,mftE,mutS_1
metK_2,bamA_3,chlL,grxD,proS,bvgS,rssB_2,aat
cheR_1,psaK_1,sppA_1,prcA,rluB,tsaC,spoIIAA,aroA1
cheB_2,glnB,fni,tadA_2,psbC_1,prmC,grpE_1,tpiA
rcsC_8,rdgB,COQ3_1,hemA,psbD1_1,menH_3,iolG_1,psb28
cpoB_6,pgcA,apaH_1,ccmK,ycf4,tsaD,map_1,ribH
pstB3_2,COQ5_5,pknD_8,ccmK4,fabF_1,psaF_1,tolB_3,dusB
pstA_2,moaA_1,pknD_9,rd,gdhA,psaJ,hcaB_1,argH
pstS_1,glmS,msmX_2,comB,tolB_3,psaL_1,mshA_4,glnA
mtaD,psaC,sugB,ureA,merA_2,gmk,mshA_5,tadA_1
ycf3_4,pknJ,bcrA,ureD,acoA,remA,pknD_12,tuaD_2
tcrA_1,pknD_3,rcsC_8,lapB_1,lacX,wbgU_1,pknD_13,mshA_5
sasA_7,hcaC,sucD,psbA2_1,fda,pknD_11,argB,wbgU_1
gshAB,smc_2,fetB,ppc,nit1,sasA_6,ndk,mscL
cphB_1,pcrA_1,desV_1,tam_1,pstB3,rluE,speA_1,fpgS_1
tolB_1,sasA_8,psbF,ccsA,pstA_1,tadA_1,cugP_1,pat_1
dnaK2_1,pmbA_1,psbE,tilS,pstC,hpf_1,pdxH_1,yknY_2
hspA_1,cpoB_2,norV_2,smc_2,lspA,lipB,pds_1,pyrF_1
ftsH4_1,rnr_1,ndhC,patA_1,mtgA_2,htrA_2,rssB_3,thpR
hspA_2,rpmG,ndhK1,phoP_3,apt,pknD_12,sasA_6,petM
pknD_10,ampG_1,ndhJ,rcsC_12,dppB_1,dapL_2,phoP_3,sat
ndhK1_1,btuB_4,rpsO,betI_1,scmP_1,ddpC,phoP_4,gmm
cysC_2,grsB_2,aroF_1,proB,yfcG_3,glkA,dnaJ_1,fabF_1
lapB_1,mbtB,tyrC,cinA,yedK,pknD_13,hspA_1,odhB
nhaS3_1,entS_1,uppP,glyA,ycf3_5,nahK,moaC,dxs_2
bepE,dnaN_2,rcsC_9,rpsF,gatC,rpsD,cntE,pknD_5
mdtA_3,dnaA,rssB_3,pgk,yqjG_1,rutB_1,rgtE,COQ3_2
tpl,def_1,srpB,pal_1,sasA_3,ssuC_2,arcB,gdh
hcaC,ctpC,glgP_2,trpA,czcR_1,ompA_2,crtB,gnd
cbbY,dhaK,queE,ndhL,pheT,pepP_1,pds_2,thiC
galK_1,dhaL,mshA_3,larC,cbiJ,yhbO,phzF,lcfB_2
atzE,sbpA_2,inhA,yciO,cugP_1,ndhM,rlpA_2,thrB
accD,cysT,malT,rbfA,ndhH_1,srrA,mutL,mltG
pppA,cysW,ndhN,mamM,rsmH,aroE,glpE_1,yrrK
leuB,cysR_1,rplC,saeR,cpoB_7,menH_4,add,gdhA
bcrA,sigF_1,rplD,cph1_2,tadA_1,iolS_1,cheY,ilvH
mdtD,dusA,rplB,soj,prcA,rcsC_11,purA,exbD_1
sucD,recF_1,rpsS,rnd_1,grxD,cobN_1,ftrV,tolQ_1
fetB,menB,rplV,mshA_5,kdpE,fur,pcrA_2,pat_2
desV_1,cpoB_3,rpsC,mtoX,btuD_5,sigA2_1,rpmI,lcfB_3
psbF,proB_1,rplP,kefB_3,sasA_4,gpsA,rplT,rlpA
psbE,trxB,rpsQ,amyM,mprA_3,lipA,glnH,yedY1_1
norV_1,alaC,rplN,PGdx,auaH_2,tolB_3,rcsC_15,yedZ1
ndhC,fgd1,rplX,phnE_1,mdtC_2,tolB_4,chlB,fixK
ndhK1_2,treS,rplE,phnC,chqB,dfa5_1,vat,aqpZ_3
ndhJ,cof,rpsH,phnD1,pcxA_2,dfa1,deaD,livQ
rpsO,tenA,rplF,htpX_2,bepE_1,slmA,pheS,tdh
aroF_2,gfo_1,rplR,murAA,mdtA_1,petJ_1,surE_2,glk
tyrC,rcsC_5,rpsE,aviRb,glgX_1,yhdN,rbn,zwf2_1
uppP,ydcV,rplO,murT,ackA,btuD_4,ribF,ndbB_1
sasA_8,egtB_1,secY,cysE_2,gpmA_1,fdtC,ravA,mshA_6
rssB_2,betA_2,adk_1,mtnP,tal_1,iolG_1,secA,gmd_3
srpB,alaS,infA,sasA_11,walR_2,desV_2,gdx,cpcT1_1
glgP_1,rbgA,rpsM,betI_2,cmoB,dapH_3,crtNb_1,cpcB_1
fghA,pknD_4,rpsK,macB_2,tolB_4,wbgU_2,upp_1,rpcA_1
queE,gabD1,rpoA,miaA,ycf3_6,per,ddpC,cpeA
mshA_6,budB,rplQ,gyrB,cpcT1,mshA_4,glkA,cpeB
inhA,glcK,truA,rpoD_1,bdhA,mshA_5,serS,cpcS_2
malT,hisD_1,rplM,gyrA_2,phaZ2,mshA_6,sasA_7,cpeS
tolB_2,sdpR,rpsI,rcsC_13,livQ,mshA_7,btuD_6,cpeT
lgrE,auaH_1,rpmE,lapB_2,mgtA_1,COQ3_1,qmcA_2,cydB
selD,lgrD_11,prfA,mdtA_1,auaH_3,mshA_8,folP,appC
queD,pksE_1,murF,macB_3,noc_1,asnB,tpiA,phoD_2
pknD_11,acpP_4,ampG,yknY_1,acpP_1,mshA_9,aqpZ_1,dapB
tolQ_2,noc_10,phnE,mdtA_2,pksE,mshA_10,pknD_14,lapB_1
tolR_2,oleD,glnQ_2,macB_4,lgrD_1,mshA_11,mshA_6,hisI
thf1,mgtA_1,rsfS,yknY_2,auaH_4,rfbA,rplS,carC_1
cpcT2,msbA,ettA,gph_1,tolQ_1,rmlC_1,nusG,hemA
hemF,gchK,mdh,queG,ndhB_1,rfbD,rplK,ilvE
apbC_1,minE,ndhO,spoIIAB,argD,novN,rplA,prfB_1
ftsW_1,minD_1,mutM,rssB_1,kefB_1,tldD_1,rplJ,cysG_1
kefB_2,minC,psaE,degU_2,macA_1,pmbA,rplL,rcsC_8
tuaD,denK,mraY,tagA_2,ychN,nrgA,pknD_15,dgkA
rhaR_1,inhA_1,purD,btuD_7,yknY_1,fbp,pknD_16,ybeY
rcsC_9,yafJ,sasA_11,menH_3,aldB,tal_1,ysnE,apcE_1
phoP_1,copA_2,cmpR_1,alr2,gph_1,zwf2,mtnA,apcA
patA_1,tatA_1,ubiB_1,gltA,rpsA_1,cbiA,dxs_1,apcB_1
smc_3,cphA,prpC,ndhA,psbB_1,infC_1,hemE,apcC
tilS,cphB_1,spkA_1,ndhI_1,dppB_2,cas4,tolB_4,ribD
ccsA,trmD,anmK,nuoK,betI_1,cas1_3,ptrB,purE
ccmK,ispF,dfa3_1,nadK_1,proB,cas2_2,fitB,purK
ccmK4,larB,dfa5_1,nifB,pip_1,carC_1,malE,cpcS_3
rd,argH,ggt,nifS,fosA,ftsH_1,epsJ,pebA
comB_1,coaX,moaA_1,nfuA_1,yhgF,yidC,crtX,pcyA_1
htpX_3,dfa3_1,serC,nifH_1,bepA_2,rnpA,cmoM_2,cpeC
tkt_1,pgk,bepA_2,nifD_1,mnmG,rpmH,ykfA_1,cpeD_1
bmrU,psbA3_1,gph_2,nifK_1,murQ,pntAA,era_2,cpeD_2
aroB,phrA,susA_2,nifD_2,patA_2,pntA_1,liaR_1,cpcD
sodC,cobN_1,xynZ_1,nifK_2,panC/cmk,pntB_1,aroA1,cpcE
bioB,lpxB_1,tarA,nifW2,rlpA_1,yafJ,cefD_1,cpcF
rimJ,arnE,murJ_1,hesA1,glsA1,moeA,gldA,yceJ
selO,cocE,aspS,hesB1,gsiA_2,pknD_14,dapL_1,yknY_3
rhaR_2,pknD_5,htpX_1,fdxH,mgtE,pkwA_1,acr3,btuB_4
minE,ydbD,trmJ,ctaB_1,relA,pknD_15,arsC,recG
minD_1,pknD_6,psb28,mopA,moaA_4,spkB_1,chlN,mutL
minC,apaH_1,sppA_2,hybD,nrtB_2,petJ_2,chlL,dhaAF_1
gdhA,arnC_4,aroH,ctaD_1,lgt_1,petE,sppA_1,yiiM
fabF_1,rpsB,pyk,ctaE_1,bshA_2,psbV,fni,efp
ycf4,tsf,mshA_4,fabG_3,entS_3,prlC,COQ3_1,accB
psbD1_1,ybhR_1,wbbL,yhhW,bepA_3,ileS_1,phoA,fpgS_2
psbC_1,ybhR_2,menF,cobIJ,serC,gnd,COQ5_6,msmX
pknD_12,ybhS,yggS,cobH,moaA_5,btuD_5,mdh,COQ5_1
ydaF_1,ybhF,sepF,sir_1,rpsD,COQ3_2,ndhO,mdtC_4
pknD_13,emrA_1,proC,cobL,hetR,mshA_12,mutM,btuB_5
sasA_9,pkwA_2,gcvT_1,gdh,gutB_1,gmd_1,psaE,glgB_1
norV_2,dnaG,bepA_3,phoR,tam,cpoB_4,ndhD1_2,dag
nemA_1,selU,crcB_1,rcsC_14,COQ5_6,yidD,thrB,suhB
fnr,moeZ,crcB_2,rcsC_15,glnA,vte5_1,ftsH_1,hisC_1
exsA,purM,nhaP2_1,sufS,apcD_1,pncB2,mgtA_1,hisD
birA,sodB,livQ,dapF_1,tlyA,nadD_2,purC,purQ
ribE,aroB,hspA_3,tri1_1,era_2,nadE,bamA_2,btuF
menJ,petL,mgtA_2,iscS_1,rcsC_13,lnrL_2,lpxC,arnT_1
frr,bioB,auaH_2,pknD_12,haeIIIM,ycf3_1,lpxA,sigA_2
pyrH,rimJ,acpP_1,tldD_1,prs_2,sufB,lpxB_1,hhoB
tgnD,selO,pksE_2,kinE,pknD_4,sufC,htpX_1,nusB
tagU_1,acyP,lgrD_1,rcsC_16,bioD1,sufD,dinG_1,rlmH
rpe,csd,auaH_3,hcaR_1,scmP_2,csd,perR,birA
rcsC_10,sufD,ccmK2_1,dfa1,ilvH,copA,petC,bepA_1
ebrB,sufC,hisD_1,dfa5_2,mobA_1,pds_1,merA_1,cmpR_2
nagZ,sufB,nanK,hhoA,clpP_1,cobQ,cobD_1,kefG
rlpA_2,cpoB_4,merR1,hslO,rnr_1,bcp_2,hup,kefC
phzF,lnrL_1,pacS,mtcA2_1,ubiX,hisF,trmFO,pknD_6
pds_1,nadE,gtaB,nemA,aroK,ruvB_1,mtgA_2,gph_2
crtB,nadD_1,galK,yfcG_2,pknD_5,cpoB_5,yafP,tsaD
arcB,pncB2,leuS,fabG_4,pknD_6,cbbS,kmo_1,pmbA_2
rgtE,uvrB,kefB_2,trxA_2,argB,cbbL,leuA_1,uvrB_1
mutL,serA,recJ,tcrA_1,pdxH_1,panB,prmA_1,dhaA_1
glpE_2,prmA,ycf12,sasA_12,sphR,hxlR,ftsH2_2,cymR_2
add,pknD_7,aroK,rnz,sphS,rimM,ltxD_2,sufB
purA,pknD_8,trpG,hlyD_1,phoU,flhA,btuD_7,sufC
ftrV,speH,walR_1,lagD_1,cysR_1,cpoB_6,ftsH4,sufD
qmcA_1,speE,radA,cobP,priA_1,pknD_16,sfsA,sufS_1
zur,sigA2_7,ycf3_5,hemH_1,eda,queA,aldHT,sufU
purS,shc,btuD_3,COQ5_3,dfa3_1,leuC,ydeP,sufT
purQ,perR,pknD_10,COQ5_4,dfa3_2,leuD1,rcsC_16,cbiF
hflX,dinG,pucG,pknD_13,dfa5_2,gntK,xerC_1,rluE
gshB,htpX_2,pknD_11,hcaB_1,dfa5_3,tolR_1,znuB,btuB_6
ftsZ,ptlI,bamA_3,chaB,sasA_5,tolQ_1,ziaR,lapB_2
ftsQ,lpxB_2,dgcE,dhaA_1,fbiC_1,ycf3_2,znuC,btuB_7
psbO,lpxA,bchE,psbA1_1,arnC_4,psaM,znuA,btuB_8
sigF,lpxC,msrB,purB,COQ3_1,PSK,rqcH,tolQ_2
rsgA,bamA_4,cpoB_6,smc_3,garK,lnrL_3,mshA_7,exbD_2
dnaJ_2,purC,smc_2,uvrC,sasA_6,scrK,htpX_2,adk
dnaK_1,mgtA_2,cbs,rlmN,pstS_1,pknD_17,prfC,secY
grpE_1,ftsH_5,mshA_5,cbiF,pipB2_3,pknD_18,hemB,thf1
pilT_1,thrB,arnC_2,hemN_1,clcD_1,sasA_7,kefB_1,purN
epsF,ndhD1_1,COQ5_1,pbsA1_1,lrp,norV_2,bfmBAB,ydcV
mutS2,yqjG_1,hepA_1,ychF,hpd,birA,secDF,potB
trxA_1,gatC,rfbC,crp,hmgA,ribE,secF,btuD_3
resA,ycf3_2,hldD,rcsC_17,acs,menJ,bvgS,betI_2
dnaJ_3,yedK,lhgD,rcsC_18,barS1_1,frr,tsaC,comR
glgC_1,yfcG_1,rfbF,rcsC_19,dnaK_1,pyrH,prmC,fabG_1
def_1,crtN_1,cpoB_7,ycf3_3,uvsE,resA_1,menH_1,dhaAF_2
ftsX,ydhR,pphC,cpoB_1,livF_1,menH_5,tsaD,ytrE
aat,bphA3,rcsC_10,pimB,fprB,tagU_1,psaF,mshA_7
rpsN,yafP,pheT,thiE,plsY_1,rpe,psaL,glgB_2
thiD,oleB,sasA_12,hcaR_2,rhaS_1,rgtE,gmk,pip
glgP_2,pacL_1,murE,coaE,glyS,arcB,remA,uvrC_1
ftsY,recF_2,rnd_1,nasF_2,murD,crtB,mraY,glyQ
nusB,pacL_2,glpE_3,cpoB_2,pdhC,pds_2,clpB1_1,rnr_1
arnC_3,efeU,pdxA2,rcsC_20,dps_1,phzF,gloA,dinG
htpG,ftsP,petM,rcsC_21,carB,rlpA_2,eno,btuB_9
clpB1_1,cbiM_1,nadK_1,ktrB,sigA2_1,nagZ,argC,fieF
gloA,cbiN,mprA_1,ktrA,mutT,ebrB,ribBA,gldA
mmcR_1,cbiQ,sasA_13,cpoB_3,sasA_7,mutL,rcsC_17,aspA
betA,ecfA3,rpmI,yjjG,trpB_2,glpE_2,walR_1,larB
ydaF_2,cbiM_2,rplT,ndbB,prfA,add,patA_3,thrC_1
rhlE,efp,glnH_1,iscS_2,rpsI,purA,patA_4,queG
thiL,accB,chlB,rcsC_22,rplM,ftrV,ydfG,dut
gap2,smtB,vat,tolB_3,truA,cbiM_1,murG,mreB_1
nadD_1,proS,apaH_2,rcsC_23,rplQ,ecfA3,gpmI,ubiB_1
murC,kaiB_1,bepA_4,aldH1,rpoA,cbiQ,ybiT,murJ
murB,pilT_1,menH_2,cph2_2,rpsK,cbiN,egtB_2,ygfZ
nrtD_1,sacA,ftsE,yedY1_1,rpsM,czcD,rip3_1,dnaA
ssuC_1,btuD_6,hlyB,aldB,infA,cbiM_2,bcpA,rnpA
ompA_2,mshA_3,hlyD_1,rnjA,adk_1,ftsP,sasA_8,apbC
hypB,mshA_4,ftsH2_1,dapA,secY,efeU,murE,pucC
hypA,mshA_5,yfcG_2,asd2,rplO,yusV_1,rnd_1,COQ5_2
speB,mshA_6,ribH,tig,rpsE,yfhA,glpE_2,fprB
pepA,arnC_5,bphD,clpP_1,rplR,yfiZ,desV_1,mrdB
prxU,glf_1,ddl,clpX,rplF,mdtA_2,fetB,folB
trmL,btuD_7,tolB_1,menH_4,rpsH,macB_4,sucC,btuB_10
gshA,tagA_1,miaB,clcD,rplE,yknY,sucD,tetA
acuC,spoVD,rep,rpsA_1,rplX,gph_2,ycf3_2,pbpG
uvrA,pcb,rssB_4,pgpB,rplN,queG,hcaB_2,rcsC_9
menH_3,isiA,menG,crtI_1,rpsQ,spoIIAB,hisD_1,smpB
hdc,cysA_1,cesA,mkl,rplP,rssB_3,glcK,murI
ureC,rssB_6,devR,rfaF,rpsC,liaR_1,rnc_1,ppiB
ureB1,sasA_9,susA_3,mshA_6,rplV,tagA_1,gntK,ppk
ureA,phoP_2,divK_1,gmhA,rpsS,phoD,cpcT1,rip3
ureD,glpK,upp_2,bacC_2,rplB,liaR_2,rhaR_2,ald1
lapB_2,rutE,ribA,glnQ_1,rplD,ybaB,glyQ,rimM
cpoB_7,dpnM_1,rtcA,yhdY,rplC,tolB_5,prtS,rne
psbA2,def_2,COQ5_2,yhdW,ndhN,mshA_13,btuF,rnhB
psbA1_1,ctpF_2,yjcG,mshA_7,kefB_2,mshA_14,trpS,gltS
ppc,nhaS2,queF,arnC_2,pknD_7,ecfA2_1,yitJ,zntR
todF,trkA,ccsB,mntB_1,nadC,ubiD,glgP_1,pdxK
ilvE_1,sasA_10,dsbD,mntB_2,nhaP,ndhD1_1,gutB_1,COQ5_3
haeIIIM,cusR_2,secA,mntA,crtI_1,ndhB_2,gabR,COQ3_3
deoC2,pgmB,ravA,bspRIM,psbD1_2,mfppA,dps_2,cmoM
recO,COQ5_6,ribF,rssB_2,ecfA1,ruvA,carB,COQ3_4
mshA_7,rtcB,rbn,clpC_1,cefD_1,bioF,sigA2_2,typA
recR,rhaS_2,surE_1,relK,hcaB_1,rcsC_12,rppH_1,ndhM
yojI_1,inhA_2,pheS,yedY1_2,comB_1,phoB,sasA_9,pyrG
auaH_1,soj_7,dbpA,yedZ1,nhaP2_1,rcsC_13,novR,mshA_8
fabH_1,rnd_1,arnT_2,ppgK,alkJ_1,rcsC_14,ysdC,gatA_1
pksE_1,arnC_6,rcsC_11,rimO,rhlE,sasA_8,IMPDH_2,acoA_1
aaeA,thrC,kaiA,crhR,smc_1,xamoC,walR_2,bfmBAB_1
lolD,moaA_2,kaiB_1,pucC,menE_1,crtN_1,radA,cpeS2
COQ5_4,tal_2,kaiC,suhB_1,menC,yfcG_2,btuD_8,rcp1_1
yitJ,fldP,rcsC_12,neoA,menA_1,yedK,pknD_17,sasA_8
trpS,rcsC_6,rcp1_3,menA_1,pchA,ycf3_3,pknD_18,rcp1_2
pknD_14,rcsC_7,sasA_14,btuD_8,queG,gatC,rimP,cpcT1_2
lptD_1,rcsC_8,ftsH2_2,mshA_8,gph_2,yqjG_1,nusA,betI_3
psbI,sasA_11,gltX,mshA_9,yknY_2,cph1_1,infB,clpC_1
recQ,purT,btuB_2,gmd_1,macB_1,rcp1_2,prsA,mdrP
pdhC,cysA_2,btuF_1,cpoB_4,mdtA_2,sasA_9,btuD_9,coaBC
fkpB,rhaR_3,hmuU_1,yidD_2,cpoB_8,purT,hlyD_1,pknD_7
xdhA,fprB,btuD_4,vte5_2,divK_2,cysA_1,surA,sir_1
lsrA,livF_1,minE,trmJ,gyrA_2,mkl,bshA_1,cynR
btuD_7,bfce,minD_1,psb28_1,rpoD_1,crtI_2,exoA,trpD
pknD_15,pknD_9,minC,pknD_14,gyrB,rpsA_2,gltX,pmbA_3
lacF_1,glkA,gdhA,ubiD,miaA,clcD,thiC,nrtA_1
purN,ddpC,ycf4,tpm,macB_2,clpX,egtB_3,cmpB_1
fosA,upp_1,ecfA1,livF_1,kefB_3,clpP_1,rluE,cmpC_1
acnB,crtNb,ubiB_2,fprB,nagB,tig,walK,cmpD_1
egtB_3,egtB_2,recN,pipB2_1,glcK,asd,pknD_19,narB
malQ_2,secA,dnaE,lpxG,ybaL,dapA,wbgU_1,hmp
glgX,ribF_2,pcyA,metH,hisD_1,rnjA,purD,menA_1
treZ,rbn,macB_3,argS,pfp_1,yedY1_2,sasA_10,folE
hpnP_1,surE_1,ctpF_1,ctaE_2,rhaS_2,cph2,cmpR_1,ndhA
macB_4,pheS,pknD_12,ctaD_2,cmoA,aldH1,ubiB_2,sasA_9
pcyA,deaD,lptD,ctaA,phoP_1,rcsC_15,prpC,phoR
dnaE,acsA,psbI,ctaB_2,rcsC_14,ribD_1,spkA_1,rcsC_10
dctA,cpoB_5,dapH_2,COQ5_5,ppsA_1,rcsC_16,anmK,glgX
recN,pcxA_2,trxB,rtcB_1,psbA3_2,iolG_2,tal_1,gpmA_2
ubiB_2,adhA,dapL_1,rcsC_24,regX3_1,rnc_1,gap1,tal_1
sasA_10,rpsU,tenA,rcsC_25,sasA_8,corA,mnmE_2,rplK
cph1_2,rpsP,rcsC_13,ligA,bmrU_1,groL2,perA,rplA
rcp1_1,ffh,ydcV,selO,hslO,tagO,mgtA_2,rplJ
sasA_11,cysG,egtB_2,rimJ,hhoA_1,fabG,yojI,rplL
rcsC_11,iolC,menE,bioB,crtN,ssb,entS_1,accD
polC,mshA_7,ykfB,petL,kdpC_1,mreB,trxA_1,dnaX
petN,rutB,menA_1,aroB,kdpB_2,ribD_2,yfcG_1,btuB_11
ftsH_1,per1,pchA,bmrU,kdpA_1,rpmA,nemA_1,cpcS_4
yidC,sufE,proA_2,tkt_1,sasA_9,rnhA,nox,mscK
rnpA,cobIJ,petC_1,hcnC,degU_1,nhaS3_2,tmk,rnr_2
rpmH,cobH,rqcH,dhaA_2,cobH,murI,cat,yhdN_2
pntAA,sir_1,mshA_6,iolC,yojI_1,hepT,choB,acuC
pntA_1,rhaS_3,htpX_2,gntK,tolB_5,mtnW,ycf3_3,rpoZ
pntB_1,ephA,prfC_1,petB_2,yfcG_4,petG,pknD_20,gmk
yafJ,trpB_3,hemB_1,petD,minD_1,rsmD,recQ,rqcH
chlL,cysO,kefB_3,rsbW,gutB_2,hisH,swrC,bepA_2
chlN,xerC_9,bfmBAB,ssrA,sasA_10,petA,mdtA_2,cbiD
lagD_1,fusA_1,secD,atpG_1,rcp1_1,petC1,tcrA_1,cbiJ
hlyD_1,pflA,secF,atpA,rcsC_15,argA,sasA_11,egtB
yabJ_2,adhE,sasA_15,atpH,phy,phoP_1,rnz,egtD
nadK_2,pat,tsaC,atpF,pcp,phoP_2,moaA_3,yjgH
nuoK,proA_1,prmC,atpG_2,hisH,phoP_3,htpG_1,mmpA_1
ndhI_1,desA_2,menH_3,atpE,rsmD,sasA_10,arnC_3,phhB
ndhA,metZ,tsaD,atpB,mtnW,rssB_4,nusB,glyS
gltA,pepP_1,psaF_1,apcE_1,prxU,arlR,ftsY,ftsH_2
alr2,ubiB_1,psaJ,apcA,rcsC_16,isiA,tvaII,prmC_1
hemL_1,btuD_8,psaL_1,apcB_1,degU_2,pcb,apc3,steT_1
yhdG_1,dps_1,gmk,apcC,rssB_5,fpuD,COQ3_2,cysH
gph_3,liaR_2,remA,prmC_1,gdhI,glmS,apc4,pyrF_2
yhdG_2,rcp1_1,wbgU_1,rcsC_26,resA_2,psaC,petD_1,sasA_10
patA_2,rcsC_9,pknD_13,rutB_1,yqjG_2,tuaD_1,kmo_2,sasA_11
